,stabf
49117,0
25874,0
5012,0
5321,0
10404,1
50711,0
46647,0
49592,0
44111,0
26089,1
53007,0
7009,0
24043,0
30316,0
37650,0
15721,0
30958,0
10101,0
40574,1
19091,1
29725,1
10631,0
59598,1
14272,1
59340,0
11746,1
5166,0
30986,0
43846,0
30178,1
6329,0
20266,0
28577,1
48211,0
33311,1
12961,1
4597,0
51202,1
30624,0
8821,0
54178,0
32980,0
50198,0
29984,1
2686,1
15401,0
56505,0
23473,1
44691,0
42225,0
6063,0
23896,0
34822,0
24826,0
38502,0
55674,0
11100,0
51763,0
50455,0
49305,1
21603,0
18407,1
37720,0
46426,0
16854,0
41127,0
37075,0
38884,0
13093,1
17637,1
165,1
10294,1
23178,1
32996,0
29973,1
49348,1
3344,0
34411,0
47524,0
51644,1
32938,0
42052,0
4572,0
32383,0
54014,1
59426,0
49164,0
34189,0
16822,1
42239,0
54726,0
35049,0
39769,0
48085,1
50235,1
30546,0
34580,0
35273,0
10097,1
52864,0
55077,0
12555,0
53909,0
17602,0
20690,1
314,1
44673,0
17404,1
23245,0
55459,1
57940,0
19286,1
55832,1
17028,1
4895,0
48208,0
56852,1
55173,0
23136,1
10840,0
34106,0
40267,1
19611,1
11053,0
19762,0
28202,0
9612,0
57842,0
16790,1
13403,1
57168,1
32872,1
30061,0
52259,1
22465,1
22866,0
25559,1
3743,0
2365,0
54645,1
6012,0
30431,1
47925,1
24805,0
2652,0
4408,0
22617,0
48365,1
53900,0
50068,0
47093,1
23874,1
8943,0
58949,1
48409,0
12019,0
36660,0
21172,0
29858,1
13110,0
16844,0
52103,0
59969,1
23314,1
23323,0
25354,1
8631,0
1580,0
49693,1
36732,0
2539,1
55899,0
28670,0
29633,0
29271,1
27093,1
24720,1
17831,0
37315,1
49119,0
35840,0
6996,1
29935,0
34873,1
2026,0
48504,1
12493,0
40127,1
38210,0
44855,1
18681,0
19108,0
35917,0
49721,0
38842,0
17832,0
23267,1
44010,1
35646,1
36361,0
10502,1
19570,0
30690,1
55493,0
50734,0
37696,0
35994,1
58047,0
56541,1
57810,0
4857,1
54203,0
18135,0
43802,0
37636,0
13790,0
41258,0
53570,1
43602,0
37863,1
16353,1
31237,0
5609,0
45809,0
3147,1
7347,0
21651,0
44501,1
27234,0
47064,0
1282,0
43921,0
19812,0
15991,0
27664,1
44124,1
7750,1
45464,1
29936,0
39292,0
24530,0
2819,0
42903,0
25635,0
59631,0
21985,1
20549,0
43905,0
50338,0
57620,0
11168,1
13728,0
19988,0
31356,0
25061,0
21407,0
59717,0
54029,0
33921,0
34148,0
27134,1
11023,1
46947,0
10135,1
41426,0
22630,0
24762,0
1023,1
9218,1
14845,0
25973,1
4037,0
7670,0
55988,0
49062,1
56521,0
21804,0
36002,1
51576,1
59186,1
15392,0
41932,0
26297,0
45496,0
6682,0
26970,1
6741,0
7918,0
45148,1
44440,0
15331,1
7758,0
59881,0
34472,0
54627,0
11337,0
13734,0
1095,0
29119,0
18836,1
510,0
53749,0
23569,0
54341,0
37158,0
37622,0
35567,0
47875,0
38030,0
53184,1
14335,1
1476,1
1077,1
24278,1
8078,0
27563,1
44748,1
24143,0
40483,1
2990,0
2011,0
9733,0
35936,0
3995,0
8047,0
24063,0
54821,1
30031,1
13814,0
44666,0
8067,1
37005,0
4655,1
53552,0
39331,0
21182,1
56426,0
55489,1
12206,1
19338,0
37888,1
50548,1
11031,0
25610,0
56569,1
28036,0
47567,0
48096,0
56007,0
4291,0
18128,1
5690,0
8721,0
13106,0
28805,0
50612,0
10111,1
33797,0
57208,0
49140,1
28025,0
450,0
23325,1
9539,1
43007,0
13593,1
47003,0
38514,1
5304,0
50709,1
57317,1
43167,0
26726,1
8980,1
58750,0
34793,0
33288,1
39866,1
32135,0
9807,0
15772,1
55937,0
37030,1
20077,1
29769,0
5741,1
21251,0
46597,0
17059,0
9311,0
399,0
38701,0
32379,1
18534,1
39914,0
28746,0
42478,1
40355,1
51241,0
53142,0
56669,0
4691,0
2107,1
15372,1
44647,0
13046,1
48166,1
48971,0
11620,0
20631,0
25142,1
13788,1
20008,1
23606,1
39638,1
38330,0
11618,0
52963,0
4690,0
13508,1
54769,0
29377,0
56959,1
18798,0
46167,0
46783,1
17609,1
32944,0
8307,0
46501,1
50712,1
55904,1
50002,0
57658,0
39485,1
52421,0
41594,0
28838,1
43742,1
12137,1
14822,0
23691,0
57577,0
32971,1
40605,0
30699,1
29575,0
63,0
29761,0
36498,0
39306,0
10176,0
11176,0
50874,0
15339,0
6226,0
47331,1
44308,0
42253,0
20458,0
43928,1
32726,1
17213,0
24830,0
19058,0
3366,0
53294,0
414,1
38248,0
54654,0
13627,0
1229,0
49933,0
28598,0
1491,0
5821,0
55323,0
58293,0
34520,1
22111,1
57822,1
30149,0
15503,0
2883,0
49223,0
39327,0
50215,1
23033,0
16525,0
57849,1
26504,0
18265,1
33272,0
2647,0
33402,1
6776,1
22091,0
31935,1
26540,0
47952,0
1858,0
20538,0
42695,0
42187,0
49513,0
26569,1
42857,1
9938,0
26574,0
659,1
18795,1
12017,1
51868,0
31590,1
5426,0
35123,0
43460,1
54388,0
8642,0
18868,1
41260,0
15131,0
39395,0
15413,1
12819,0
50256,0
44586,1
17287,0
55396,0
47194,0
22410,1
14131,1
22550,0
9950,1
9431,1
21288,1
3225,0
6419,0
12989,1
58370,0
5566,1
55040,1
41762,0
16286,1
27877,1
42585,0
54273,0
32768,1
44153,1
42041,0
20724,1
37408,0
43047,1
47273,0
13257,0
23226,0
31627,0
57366,1
24897,0
23583,0
52593,0
16230,1
40563,0
19674,0
45907,0
56044,1
44716,1
16225,0
15330,0
47250,0
2689,1
4896,0
51258,0
2545,1
41075,0
74,0
45588,1
58624,0
7063,0
12155,1
23144,0
44762,0
53930,1
31849,1
38118,0
41184,0
54241,0
49644,0
54387,0
59111,0
19438,0
59207,0
23158,1
625,0
57474,1
32915,0
54798,1
40477,0
27799,0
49602,0
35,0
27931,0
11288,1
20622,1
11650,1
32461,0
56228,0
57189,1
59635,0
39366,0
26086,1
33919,1
45113,1
49107,0
20454,0
48941,0
15804,1
1158,0
15219,0
56758,1
10172,0
25823,1
44225,0
13719,0
43914,1
52058,0
39304,1
9674,0
16379,0
18701,0
43372,1
25939,0
37460,0
36398,1
49978,0
27714,0
30590,1
29274,1
371,0
57486,0
45670,0
145,0
5716,0
50605,0
43066,1
42449,0
30679,0
3436,0
52581,0
56604,0
29587,0
45043,1
35916,1
29654,0
40225,1
7564,0
24748,1
53987,0
12649,0
11729,1
38949,1
38045,0
51910,0
48373,0
25802,1
6851,0
18288,0
57754,1
55544,0
29733,0
12909,1
18676,0
52150,1
56379,0
33704,0
7648,1
2142,1
35024,1
23564,1
38018,1
5496,0
5089,0
32437,0
46114,0
40903,0
12377,1
56837,0
14074,1
8098,0
44302,0
916,0
16019,0
19847,0
43564,1
44977,1
49484,1
1812,1
55859,1
25207,0
51804,0
41159,0
15731,1
7886,1
47722,0
29122,0
34734,0
51358,0
33143,0
11375,0
59238,0
52913,0
16978,0
28796,1
57209,1
525,0
21336,0
51401,0
2605,0
48730,1
42300,0
43669,0
57346,0
24679,0
37184,0
497,1
45553,1
23121,0
12562,1
2899,0
49203,0
52658,0
13809,1
6021,0
56997,1
58904,1
54686,0
45190,0
39735,0
187,1
55414,0
57442,1
50648,0
3723,0
20537,0
6132,1
2154,0
57537,0
42591,0
36531,1
55198,1
52800,1
55705,1
43699,1
57267,1
20403,1
37322,1
30748,1
58917,0
20361,0
22912,0
27771,1
48858,1
33526,1
52509,0
26932,0
36298,0
40216,0
47636,0
41615,0
47103,1
42777,0
47130,0
14689,1
51457,0
26534,1
29451,1
30815,1
38740,1
32710,1
37059,0
23682,0
1868,0
25950,1
39886,1
10934,1
50253,0
46379,0
44453,0
25434,1
36369,0
38917,0
49527,0
47591,0
23944,0
28536,0
6468,0
41983,0
46902,0
15038,0
16372,0
38432,0
27810,0
39557,1
3578,1
18890,0
21171,1
8292,0
6267,0
22018,0
46802,0
4432,0
37615,0
53589,0
16691,1
44578,0
40806,0
6873,0
1987,0
9352,1
55564,1
17009,0
6613,1
35938,0
11827,1
3182,0
42230,1
4731,1
33079,1
9451,1
708,0
17424,1
49621,1
11763,0
50632,1
12000,0
31007,0
40909,0
45614,0
20565,0
24872,1
28380,0
36558,0
1462,0
57194,0
45147,1
37603,0
38224,0
54861,1
36374,1
21046,0
59213,1
55512,0
44928,1
18700,1
56235,0
52252,0
52808,0
53699,1
38450,1
28592,0
6257,0
36116,0
17144,0
55232,1
37330,0
35122,1
33686,0
15416,1
9603,1
29306,0
25547,0
15791,0
2226,0
12872,1
15743,0
18105,0
27266,0
37547,0
59174,1
57322,1
51572,1
55491,1
13623,0
48747,1
5157,0
38781,0
854,0
15087,1
46859,0
56092,0
13756,0
53273,1
4966,0
33752,1
18716,1
44884,1
10941,0
5964,0
3732,1
10085,0
8490,0
15436,1
12316,0
32149,1
22438,0
493,0
15780,1
33889,1
33734,0
9886,1
57717,0
1619,0
5418,0
23152,0
48193,1
14578,0
10922,0
29678,1
9707,0
52198,0
23324,0
9368,0
26676,1
32660,0
59830,0
24812,0
52966,0
1189,0
28840,1
44557,0
33237,0
41763,0
26314,0
5054,0
10351,0
8755,0
46302,1
51385,0
11007,0
31408,0
19103,0
7085,0
20025,1
56329,0
5451,1
28823,0
25727,0
20780,1
48084,0
40507,0
12536,0
44020,0
2173,1
40935,0
46330,0
29604,0
25083,1
10462,0
18814,0
34890,1
59098,1
42827,0
31722,0
39798,1
47497,0
28451,0
37884,0
30533,0
58863,1
13419,0
24150,1
5627,1
30512,0
8489,1
54118,1
45702,0
21893,0
5328,0
44338,0
41175,1
11358,0
9760,0
35961,0
26227,0
25234,1
33060,1
58460,1
27610,1
38129,0
29616,0
29754,1
37918,0
31068,1
35982,0
6399,0
59014,1
7021,0
35930,0
9670,0
59547,0
40882,0
55992,1
50905,0
36081,0
2992,0
22831,0
21587,1
57818,0
14196,0
18792,1
54340,1
56973,1
35283,0
43890,0
11509,1
53236,0
47159,1
55767,0
33142,0
44169,0
58938,0
20747,0
33129,0
38576,0
19722,1
7183,0
42396,0
13281,0
25328,0
17365,0
10773,0
29290,0
6764,1
45790,0
51524,0
31217,1
12240,1
49708,0
37637,1
7875,0
7427,0
2310,1
31081,0
52229,1
46429,0
24659,0
2701,0
56268,1
43205,0
29557,1
2837,1
53926,0
19109,0
4262,1
43141,0
33109,0
46358,1
36815,1
45179,1
40140,1
52158,0
49975,0
45325,0
6287,0
57465,0
43636,0
40284,1
41161,0
59179,0
84,0
55556,1
54834,1
48554,1
10636,0
35369,1
49987,0
37769,1
35822,1
20651,1
39856,1
58943,0
23434,0
58067,1
24818,1
16726,1
43485,1
25126,0
14935,1
36296,0
24562,1
31144,1
49438,0
9239,1
28044,1
10869,0
5362,0
36396,0
42251,1
24374,1
11181,0
34083,0
37394,0
36176,1
1341,0
44348,1
718,0
22853,0
44492,0
4972,0
11532,0
42547,1
19331,0
34819,1
16304,0
38560,1
10785,1
44022,0
50402,0
30195,0
55723,0
33157,0
49289,1
28084,0
4606,0
55835,0
11270,1
21335,1
13829,1
12814,0
43218,0
28992,0
35557,0
35569,0
33108,1
30000,0
54156,1
2050,0
46116,0
22214,0
3384,1
41653,0
38096,0
5397,0
22320,0
15192,0
16007,0
10728,1
3589,0
45186,0
48444,0
33166,0
26628,1
44681,0
20203,0
29123,0
54307,0
16221,1
53358,0
55277,0
19509,0
29972,0
39725,1
26876,0
26869,0
23291,0
24941,0
32070,0
12324,0
334,0
32643,1
11363,0
434,0
54351,0
17472,0
190,1
2514,1
14918,0
58442,0
25394,0
15109,0
9090,0
20740,0
21612,0
47521,0
17447,0
47269,0
31747,0
36314,0
43192,1
56005,0
26821,1
58606,0
224,0
7257,0
27250,0
38023,0
43029,1
55350,1
33890,0
57912,1
33576,0
6223,1
57176,0
35518,1
55060,0
32621,0
35951,1
49765,1
7374,1
53916,1
19237,1
39527,0
43212,0
52815,0
4738,0
45911,0
7571,1
19297,0
28092,0
33753,0
44389,0
50257,0
55784,0
59082,0
17675,0
8842,0
25310,0
15016,0
47501,0
6446,0
39813,0
38716,1
27454,1
12606,1
13747,0
11538,0
28157,0
11098,1
57409,1
56308,0
44973,0
58651,1
25444,0
59472,0
30344,1
19842,1
27870,1
23311,1
17385,0
7057,1
37762,0
2625,0
58143,0
5238,0
230,0
38689,1
12217,0
20787,0
18750,0
21051,0
34936,0
23076,1
2396,0
15055,0
10778,0
13940,0
30434,0
46390,0
44865,0
13126,0
43249,0
59729,0
38875,1
28470,0
10699,1
41111,1
18617,0
10533,0
42494,0
9394,0
52781,0
12727,0
36070,0
32398,0
32243,0
21918,0
15629,0
24841,0
42358,1
58591,1
7855,1
43235,0
46939,1
44807,0
22064,0
11256,0
11018,0
9347,1
43798,1
29859,0
16717,0
2464,0
39380,0
3234,1
50400,1
46477,0
38059,0
55484,0
51812,1
2183,0
47265,1
24077,0
53023,0
28103,0
26861,0
48815,1
39361,0
6842,1
12344,1
37933,0
59616,0
31870,0
1501,1
28269,0
39636,0
33191,0
32676,0
35765,0
48075,1
21955,0
31224,0
37402,0
25708,0
25139,1
43219,0
51109,0
15933,0
6061,0
29352,1
57356,0
48560,1
49659,0
41855,1
36822,1
28234,1
9225,0
23424,0
52687,0
11856,0
1047,0
7883,0
23964,0
32339,0
46106,0
35029,0
49827,0
7674,1
55501,1
19420,0
56386,1
50771,1
26561,0
25829,0
31525,0
16169,0
26346,0
30299,0
33949,0
29460,1
27735,0
9501,0
25506,0
11655,0
16514,0
23426,1
3417,1
53001,0
14983,0
57705,0
2318,1
7525,0
19066,1
16312,0
59894,1
4080,1
43148,0
28412,0
726,1
46699,1
31360,0
10400,1
37688,0
39271,1
19778,1
537,0
14851,1
30522,1
28533,0
41900,0
26007,0
24778,0
47474,1
49605,1
2993,0
27297,0
33042,0
48673,0
11278,1
2162,0
23976,0
59140,1
2141,0
58533,0
59077,0
33907,1
4336,0
47507,0
37210,0
57858,0
18572,0
41291,1
9642,0
57039,1
34022,0
17291,0
42887,1
12866,0
25423,1
21275,0
55920,1
23803,0
50063,0
36035,1
28799,0
47394,0
46726,1
56339,0
8324,1
31261,1
21631,1
25017,0
55053,0
35236,0
46609,1
50669,0
41432,1
10543,0
34689,1
4063,0
57572,0
436,0
40800,0
26531,1
24702,0
1597,1
9324,0
44000,1
5868,0
4560,0
37382,0
57915,1
3396,1
20757,0
21618,0
14455,1
32758,0
56484,0
34145,0
38780,1
40869,0
147,0
31349,1
48681,0
50621,1
6277,0
49172,0
23883,1
28338,0
572,0
9621,1
54435,0
1011,1
39079,0
7285,1
16789,0
13944,0
1215,0
53624,1
21478,0
33811,0
42101,0
27537,0
24672,0
38841,1
7391,0
57543,0
14416,0
31432,1
6022,1
19213,1
46467,0
49076,0
58251,0
54518,0
8404,1
10273,0
26984,0
44311,0
48162,1
28294,1
52964,0
42914,0
46110,1
16319,0
8075,1
58801,1
35004,1
23962,0
8654,1
50646,1
51736,1
22494,0
51001,1
273,0
30789,0
47019,1
17271,0
6623,1
7231,0
53261,0
33239,0
10510,0
37967,1
59106,1
52306,1
36246,0
7410,1
53943,0
56074,0
33901,1
59136,0
46762,1
33590,0
13832,1
28716,1
56129,1
26649,1
52280,0
12610,1
30483,1
27259,0
31288,1
17880,0
16476,0
17759,0
55349,1
15489,1
17006,0
24795,0
38818,0
33739,1
32966,0
34029,0
20784,1
46541,1
292,1
3600,0
17575,0
16187,0
46276,1
54244,0
26965,0
29543,1
44605,1
26850,1
44950,0
17614,0
55456,1
28775,0
31663,1
4579,0
53474,1
22629,1
30022,1
14227,0
59557,1
17761,0
22650,0
45819,1
30008,1
54860,0
35885,1
51303,1
27548,1
39053,0
22407,0
43643,0
14758,1
51425,0
52546,1
54954,0
17451,0
1723,1
36156,0
42960,0
35575,0
24621,0
1632,0
37310,1
2342,1
45071,0
18892,1
50803,0
14669,0
54594,0
38910,0
19751,0
53247,0
24088,0
15222,0
38511,0
17256,0
4664,0
26810,0
25892,0
45463,0
24131,1
35753,0
55229,0
57886,1
55721,0
26041,0
18460,1
38281,0
33682,0
59389,0
53843,0
47667,1
46822,1
45400,0
26058,0
58429,0
53785,1
29495,0
47926,0
30204,0
51725,0
56015,1
48786,1
8231,0
11978,0
19341,0
40274,0
40930,1
47213,0
53818,1
28191,0
10707,0
2301,0
44299,0
53553,0
24459,0
9383,1
49853,1
40120,0
24576,1
12107,1
46539,0
15458,0
5752,1
26385,0
9223,0
8454,0
34438,0
56898,0
8777,1
3216,1
36427,0
52224,1
4979,0
22563,1
20200,0
16521,0
6040,1
38099,1
42511,0
26307,0
50772,0
44651,1
43268,1
15315,0
1992,0
2288,1
43969,0
12977,0
17687,0
56341,1
55347,0
45600,1
51728,1
29823,0
46007,0
33370,0
35263,1
42115,0
8029,0
46576,0
16534,1
25917,0
29342,0
8403,0
48229,0
31861,1
54009,0
2392,0
29324,0
24942,1
19377,0
51992,0
16970,1
21966,1
48020,1
52678,1
17455,1
563,0
22978,0
13421,1
505,0
104,0
52113,0
13951,1
6171,0
52893,1
14447,1
17556,0
19484,1
35429,0
8888,1
16935,1
27412,0
7380,1
20156,0
37970,0
43534,0
9024,0
40971,0
57385,0
19502,0
18398,0
54245,0
19925,0
7078,0
27823,0
16009,0
55667,1
10233,0
45748,1
32063,1
41124,0
13978,0
14054,0
36262,0
30433,1
35695,0
2178,1
39174,1
33180,1
6746,1
49335,0
23997,1
33389,1
12676,0
2228,0
54159,0
44704,1
12469,0
56731,1
49127,1
30331,1
58274,0
25134,0
46239,1
7606,0
59531,1
51360,0
49604,0
25170,0
58127,0
7158,0
18938,0
49158,1
41154,0
7264,0
20207,0
6475,0
44244,0
55617,0
55007,1
2499,0
12762,0
7135,1
36865,1
26514,0
42328,1
37251,0
31988,0
45583,1
57547,0
20873,1
32415,0
58482,0
10154,0
58835,0
57420,0
57449,0
44368,0
37761,0
50123,0
41192,0
24052,0
32280,0
53423,0
13572,1
26921,0
15960,0
7795,0
39944,0
35141,0
29472,0
7201,0
16243,0
4830,0
51013,0
55404,0
41251,0
15843,0
53528,0
10350,0
26185,1
36265,1
6413,0
40990,1
57282,0
3457,0
26750,1
45162,0
40719,0
28061,0
27970,0
49342,0
17680,1
50176,0
57210,0
34449,0
17353,0
17140,1
25884,0
20224,0
34726,0
43138,0
53823,1
8674,0
56343,0
58065,1
6913,0
36041,0
19872,0
58845,0
42844,1
56011,1
30925,1
19370,1
7780,0
16659,0
407,1
17884,0
18440,0
23514,0
44261,0
59414,1
15269,1
7473,0
31342,0
46000,0
29150,0
19235,1
34270,1
12390,1
35249,1
33196,0
2340,1
33956,1
16147,0
23361,1
28717,0
35013,0
50636,0
34226,1
45116,1
15935,0
30782,0
26120,0
23197,1
19794,1
3511,0
33555,0
7312,0
43237,0
30650,1
28909,0
6065,1
31728,1
6437,0
15763,1
59201,1
12985,0
5827,0
28988,0
58575,0
14283,0
3797,0
18484,1
6566,0
41053,0
1830,1
9260,0
14978,0
57859,1
12126,0
1182,1
34302,0
40479,0
23192,1
52406,0
35664,0
42247,0
55845,1
58656,1
48566,0
21144,1
40407,1
16393,0
37100,0
26428,0
33049,0
42996,0
18145,1
29596,0
32011,0
9154,0
28366,0
21041,1
44503,1
38487,0
93,1
1394,0
6502,0
20192,0
1430,1
55155,0
43840,1
33188,1
6096,0
34854,0
26727,1
22461,0
4854,0
14164,0
14914,0
48488,0
54536,0
46029,1
11949,1
26290,0
50654,1
34491,1
36952,0
59001,0
16675,0
43945,1
5518,1
5881,0
25638,0
39661,0
364,1
42172,1
16056,1
1681,1
26899,0
19740,1
6320,1
51726,0
31441,0
59053,0
2208,1
3482,1
28565,0
39096,0
45382,0
13784,0
5743,0
54862,1
23654,1
18926,1
56718,1
13909,0
47656,0
8807,0
57130,0
37066,0
44938,0
46178,0
21208,1
35155,0
30508,1
35101,1
49162,0
55563,0
24271,0
55857,1
53561,0
56561,0
55561,0
2102,0
25120,0
58965,1
8920,0
17494,0
17619,0
2796,1
19402,1
630,0
42644,0
49886,1
12758,0
52088,1
6630,0
21328,0
48177,0
39295,1
57549,1
9457,0
57402,0
23930,1
2623,0
24750,0
13697,1
16989,0
17109,0
29664,0
45310,0
26673,0
19325,0
31052,0
53751,0
51583,0
11230,0
35798,0
54138,0
56198,0
23782,0
22990,0
42329,0
20314,1
36489,1
2526,1
36175,0
16179,0
32858,0
51029,0
38024,0
12608,0
13363,1
4820,0
21280,0
15550,0
59836,1
45580,0
53507,1
1954,0
15846,0
18514,1
54423,0
25913,1
54606,0
37045,1
47870,1
36792,1
6593,0
35030,1
4728,1
23946,0
3409,0
57433,1
29444,0
51909,0
24784,0
41540,0
33045,0
9298,1
40491,0
46877,0
40970,0
31421,0
48445,0
42066,0
13679,1
30916,0
45796,0
57597,1
6205,0
19928,1
6177,1
9516,0
16573,1
33837,1
17327,1
10947,1
20470,0
17840,0
8575,0
33468,1
39293,1
25255,0
44487,0
31824,1
48895,1
28135,0
34639,1
5683,0
41341,0
49485,1
21483,0
22724,0
23936,1
57969,1
47015,1
59424,0
27172,1
8135,0
23783,0
34885,1
49967,1
4178,0
53022,1
7018,1
1882,1
12466,0
52230,1
47735,0
13393,0
50423,1
26572,1
43289,1
28539,0
36866,0
48336,1
40416,1
14707,0
9109,0
646,1
59839,0
16055,1
42259,1
22845,1
40113,0
23119,1
30106,1
20971,0
37419,0
10656,0
4598,0
36386,1
17326,1
46016,1
59326,0
43614,1
7050,0
38680,0
29358,1
36549,1
476,0
54993,1
44505,0
2400,1
55655,0
56949,1
56645,0
9473,1
2580,1
13326,1
49911,0
40682,0
43767,0
12495,1
39907,0
38495,0
1281,0
40331,1
54467,1
58621,0
52807,0
8531,0
48635,1
18888,1
9622,1
4109,1
21209,0
43020,1
42342,1
8589,0
6093,0
20250,1
4347,0
38263,0
17798,0
39546,1
14376,0
10393,1
16487,1
26634,1
59537,1
28949,1
49495,0
45826,0
8222,0
18547,1
4308,0
52855,1
18906,1
50719,0
35850,1
10246,0
1647,1
5744,0
39998,0
51119,0
23270,0
43756,0
33015,0
27933,0
58907,0
41964,1
33149,1
25001,1
38669,0
51936,1
6153,0
33268,1
18818,0
53040,0
11439,0
46667,1
32102,0
56128,0
37862,1
33416,1
8961,0
54052,0
3610,0
44036,0
49141,0
58149,1
29743,0
30742,0
922,0
48559,1
51759,0
3526,1
32473,0
44168,0
31917,0
31680,0
43366,0
58901,0
45803,0
31365,1
6394,1
1475,0
32156,0
17875,0
50323,0
8548,1
27359,0
4052,0
15835,0
8126,0
26496,0
26390,0
20371,0
14206,0
3607,0
25982,0
19787,0
4796,0
25711,0
54436,1
678,0
40499,1
46632,1
58235,0
4296,0
22281,0
38453,0
20208,1
51821,0
55506,0
51756,0
33558,1
13311,1
48470,0
25112,0
29357,0
48731,0
17824,1
17414,0
20680,0
56782,0
54349,0
48212,0
41402,1
23250,1
25650,0
33868,0
55093,0
27369,0
48842,0
52830,1
26010,0
6333,1
32874,0
4911,0
39501,0
9751,0
3919,1
22504,0
16024,0
45827,0
58272,0
37646,0
52987,1
47336,0
41845,0
19027,1
10549,0
808,1
24747,0
12208,1
39665,1
47232,0
49784,1
54144,0
6196,1
41385,0
56038,0
2872,1
1505,0
33940,0
13407,1
33234,1
11045,0
39542,0
58099,1
56935,1
10610,0
20506,1
31122,1
57245,0
3970,0
17151,1
15619,1
39205,0
39026,0
30109,0
6669,0
36559,1
48722,1
34215,0
32563,1
53970,0
21117,0
18483,0
19319,0
47690,1
46768,0
43984,1
7418,1
50547,1
27633,1
29683,1
47807,0
23181,1
23624,1
47,0
37047,0
455,0
48249,0
10341,0
30896,1
23380,0
21248,0
32954,0
29275,1
37482,0
52906,0
19701,0
34401,0
58848,0
6667,1
7827,0
37875,0
19805,0
384,1
8385,0
300,0
209,0
11485,0
49191,1
3251,0
56686,0
26681,0
17310,1
10625,0
12479,0
39876,0
43084,1
41806,0
39705,0
43859,0
23203,0
2972,0
320,0
59501,0
54327,0
10211,0
22922,0
18107,0
43786,1
26192,0
11309,0
31179,0
8480,0
53682,0
57865,0
48752,0
54141,0
34892,1
27732,1
36302,1
5068,0
17644,0
42758,0
36345,1
3176,0
48785,0
14620,0
7632,0
6907,0
49393,1
54136,0
15136,1
59333,0
55594,0
47668,1
41819,0
1390,1
29579,0
1760,0
24785,1
6377,0
25541,0
4384,0
33482,1
53871,1
57938,0
53867,0
11846,0
37292,1
57652,1
58878,0
3261,0
30411,1
41884,1
5843,0
54272,1
3961,0
10067,0
28843,0
48086,1
7699,1
6856,0
55263,1
58045,0
2683,0
9957,0
47196,1
11724,0
2582,1
25564,1
28081,0
41936,1
53121,0
49566,1
54681,0
32788,1
48616,1
33999,0
13606,1
20665,1
23161,0
45740,0
47174,1
3745,0
25356,1
37033,0
939,0
37142,0
12477,1
54741,1
4699,0
5593,0
22267,1
4423,0
31442,1
44134,0
46659,0
19500,0
38407,1
53837,1
22279,0
9819,0
51612,0
50007,0
36119,0
51305,0
42840,0
17133,1
36109,0
12738,1
47695,0
18378,0
38100,0
34905,0
6721,0
4868,0
15723,0
54807,0
47600,0
47810,0
56085,0
5224,0
47814,1
27102,1
5774,0
31757,1
23743,0
11301,1
54018,0
40560,1
33970,0
25924,1
52661,0
7155,0
46423,0
38902,0
28069,0
37953,1
43957,1
50226,0
41957,0
1637,0
43480,0
35528,1
33354,0
50717,0
33782,0
918,0
11677,0
21540,0
4302,0
53755,0
17910,1
58431,0
25702,0
6919,1
7913,1
35031,1
9766,0
6968,0
263,1
54151,1
24161,0
13293,1
52538,0
16499,0
31283,0
59713,0
23283,1
30139,1
55399,1
11324,1
22804,0
19972,0
57602,0
41329,0
53378,0
35915,0
54907,0
542,1
19310,1
46950,0
32547,1
9123,0
38154,0
37578,0
38402,1
17686,0
31013,0
33492,1
43510,1
1342,0
10985,0
52499,0
55957,0
15369,1
55004,1
47659,1
18597,0
301,0
56556,0
44388,0
40056,0
21302,0
39081,0
39976,0
8891,1
44504,0
27424,1
54051,0
22293,0
18831,0
6142,0
33309,1
9897,1
47152,0
50674,0
17083,1
20970,0
7628,1
15263,1
5904,1
29805,0
35602,1
20392,1
3190,0
57383,1
37898,0
11192,0
1627,0
16930,0
58225,0
15220,0
2184,0
7809,0
58761,1
46476,0
25861,1
10949,0
27319,1
45564,1
14964,0
2291,1
40412,1
52629,1
43417,1
46378,1
53605,0
13171,1
31699,1
15037,0
47383,1
3785,1
58051,1
8494,0
36180,0
54676,0
31851,0
42475,0
9353,0
49786,1
1934,0
46367,0
52458,0
25517,1
27216,1
42298,0
19604,0
55275,0
26545,1
5465,0
52375,0
30568,1
8074,0
52863,1
11142,0
58865,0
21996,1
46911,0
48179,1
20079,1
8817,0
10470,0
6452,1
12202,0
11002,0
12205,0
33694,0
32909,1
6103,0
17996,0
872,0
34935,1
41984,0
6194,0
33452,0
13470,1
47214,0
16806,0
32992,0
9472,0
56786,0
15234,1
10151,0
24018,0
2240,1
20359,0
20715,0
21787,1
43541,0
18111,1
15380,0
11664,1
7567,0
47992,1
50263,1
26672,0
18648,0
31148,0
26987,1
9393,1
21898,1
34741,1
12884,0
46804,0
111,1
51006,0
39427,0
7989,1
46579,0
12957,0
33031,0
5755,0
46744,1
42787,0
58013,1
13318,0
8209,1
49346,0
21991,0
38860,1
32931,1
32489,1
50383,1
40620,1
16390,0
6808,1
11836,0
1654,0
22192,0
38782,1
35169,0
45606,1
58473,1
59488,0
37297,0
18791,1
50847,1
4377,1
14658,0
5836,0
38857,0
5258,0
21616,1
17535,0
27084,0
40279,0
53127,0
25527,0
282,0
40457,0
10784,1
36139,0
31987,0
42270,1
16150,0
17459,1
17583,0
19535,0
9068,1
5026,0
26288,0
